	time	id	sentiment	topic	like	text
371	Sun Nov 28 23:57:39 +0000 2021	1.46511e+18	-	CY	1	"Anti-covid and pro-m/arcos people have so much in common. Both don’t give a shit if the bad things don’t happen to them, which is why they think they’re right 🥱"
372	Sun Nov 28 23:57:39 +0000 2021	1.46511e+18	-	CY	1	"If not for covid, she will still be here today. Allah loves you more nek, you dont have to suffer anymore. Al-Fatihah."
376	Sun Nov 28 23:57:38 +0000 2021	1.46511e+18	-	CT	0	@ACTHealth Have we had a Case of the Omicron Covid Strain the ACT or is today's figures Delta Strain
385	Sun Nov 28 23:57:36 +0000 2021	1.46511e+18	-	CS	4	"@patriottakes That and the fact that Florida is a tourist state. They go to Florida, get Covid, and bring it back to their states reporting."
0	Mon Nov 29 23:59:35 +0000 2021	1.46547e+18	-	CS	6	okay like she’s out w leigh’s ex (wc i’m 100% sure leigh-anne doesn’t even care ab) but how is no one talking ab how she recently got covid and suddenly going out like ??? haven’t had time to write songs for confetti but goes on a night out days after getting covid
1	Mon Nov 29 23:56:17 +0000 2021	1.46547e+18	-	CS	138	"Just stop for a second and think. It's nearly two years since ""2 weeks to flatten the curve"" and they're now dictating your panto to playdate ratio for the week. This insidious invasion of all our lives is getting worse, not better.  https://t.co/mPUvkocvZF https://t.co/ltMhwre7uQ"
4	Mon Nov 29 23:59:50 +0000 2021	1.46547e+18	-	CR	6	"@itsJeffTiedrich @Charlie85915085 We spent thanksgiving visiting family in Michigan. Currently the highest rate of infection in the US, and we were pretty much the only ones wearing masks in stores. It’s like there was no such thing as COVID."
6	Mon Nov 29 23:57:34 +0000 2021	1.46547e+18	-	CV	2	@petemcguiness Because they know some of the contents in it are poisonous chemicals!!!  Mixed together you don’t know how it will react in people!  Here a break down of Pfizer contents! https://t.co/FEcyNGUSvX
7	Mon Nov 29 23:59:25 +0000 2021	1.46547e+18	-	CV	5	What if the science leads to the vaccinated causing the mutation of Covid? Would there be a vaccination test and those found to be vaccinated thrown in camps? Asking for a friend.
8	Mon Nov 29 23:54:34 +0000 2021	1.46547e+18	-	CS	0	"BC announces 970 new coronavirus, 189 in Interior Health https://t.co/QwNfHdB2aD https://t.co/nE6qj3C6vx"
10	Mon Nov 29 23:57:22 +0000 2021	1.46547e+18	-	CV	0	"If unvaccinated employees present a financial risk to their employer (healthcare costs, lost productivity), should they be expected to pay a higher portion of the insurance and benefits premiums? . . . #covid #healthcare #benefits #employeebenefits #vaccine  #yeg https://t.co/XBhTILl2Ub"
12	Mon Nov 29 23:58:39 +0000 2021	1.46547e+18	-	CV	0	"OMICRON INBOUND: It is only a “matter of time” that the COVID-19 variant Omicron will arrive in the United States and, eventually, Kansas. https://t.co/KV7xjDqzoL"
15	Mon Nov 29 23:57:21 +0000 2021	1.46547e+18	-	CV	65	"@Caoimhinn55 Great to hear. My going away lunch was cancelled because I said I’ve no covid cert. Manager said she was even worried herself, even though she is boosted. So they arranged Zoom call instead. Tripled jabbed people even worried about getting sick - what is the point of the jab?"
16	Mon Nov 29 23:58:59 +0000 2021	1.46547e+18	-	PL	1	"“The U.S. can no longer ignore the digital divide for low-income students and minorities: COVID-19 has clearly revealed the gulf and ensured it is a front-line issue,"" @economicsone explains. (3/5)"
17	Mon Nov 29 23:56:06 +0000 2021	1.46547e+18	-	PL	0	The injuries across the NFL and fantasy football especially have been brutal  It also appears more players have been added to the Covid-19/Reserve list as of late  Rock solid depth on your fantasy football rosters is that much more crucial as playoffs near
19	Mon Nov 29 23:59:35 +0000 2021	1.46547e+18	-	CS	3	tldr: @fordnation ignored #science again so more ppl gonna die. #onpoli #COVID #cdnpoli https://t.co/qpmW2qbvLU
22	Mon Nov 29 23:57:56 +0000 2021	1.46547e+18	-	CY	5	TJ Watt has been moved to Covid IR
25	Mon Nov 29 23:55:25 +0000 2021	1.46547e+18	-	CT	0	"why the fuck has the world decided to make 2 new covid variants, have bts concerts going on, snow in the uk and make me sad and sick at the same time. not fair"
26	Mon Nov 29 23:58:21 +0000 2021	1.46547e+18	-	CY	1	"I’m sick ugh…I’ve got a sinus/stomach bug I think. I’ve been Puking , having a headache , diarrhea , I’m cold but hot , my body aches , I can barely keep anything down.  This sucks , I can taste so hopefully it’s not covid"
28	Mon Nov 29 23:56:18 +0000 2021	1.46547e+18	-	CY	8	"A bad day for a great team. Covid has found our Lady Eagles. Due to this, our Dec 1 game against Evangel has been cancelled. The Heart of America Athletic Conference has a rule this year that any cancellation is an automatic forfeit. Don’t agree with it, but out of our hands."
31	Mon Nov 29 23:54:56 +0000 2021	1.46547e+18	-	CY	213	"COVID gave the media a relevance they thought they had lost. They're now clinging to it for dear life, certain in the knowledge that when it ends, they will indistinguishable from the State."
33	Mon Nov 29 23:56:06 +0000 2021	1.46547e+18	-	CL	0	"@GeraldoRivera @TheFive  Geraldo, you're obsessed with COVID most Americans care about the economy and inflation.  You're so out of touch with the ordinary people"
36	Mon Nov 29 23:54:46 +0000 2021	1.46547e+18	-	CY	0	Indeed!  The big Covid $care mu$t go on! https://t.co/OfgzdOCzos
37	Mon Nov 29 23:55:15 +0000 2021	1.46547e+18	-	CS	0	@News24 They will all have covid now…nx pathetic and bloody predictable
43	Mon Nov 29 23:57:00 +0000 2021	1.46547e+18	-	CS	8	"Updated plot 30 Nov 2021: Vic covid cases, hospital, ICU, deaths against the @BurnetInstitute 15 Oct model.  Model did well at predicting timing of case uptick, as well as slope.  Vic continues at low end of range of modeled cases/hosp*/ICU*/deaths.  https://t.co/ZRxvubQQhD 1/ https://t.co/ZFywgp1CzO"
48	Mon Nov 29 23:57:58 +0000 2021	1.46547e+18	-	CR	1	@AddenoidalHonk Japan just closed the border for all foreigners today (even with Business Visa) because of new type of covid. I think this is stupid 😭
49	Mon Nov 29 23:54:48 +0000 2021	1.46547e+18	-	CV	0	1-31-21 676K died from covid 5-9-21 618K died from covid 8-22-21 954K died from covid 10-31-21 824K died from covid  Look at the chart yourself these jabs aren't causing the death rate to go down! It's causing it to go up! https://t.co/clPcXyhVeA https://t.co/ap4KmbCsB0
50	Mon Nov 29 23:57:13 +0000 2021	1.46547e+18	-	CV	0	"@mplspat @movinggif @Rob162816 @DrTomFrieden and I am not in any way well-read in what it was used for previously. the actual platform was developed as therapy, not vaccination. But it's water under the bridge by this point."
53	Mon Nov 29 23:55:43 +0000 2021	1.46547e+18	-	CP	0	@StephanieRade18 @joncoopertweets No absolutely wouldn't have worked.  These people were anti-vaxx before covid.  Maybe he could have gotten some of them to wear masks though.
54	Mon Nov 29 23:59:07 +0000 2021	1.46547e+18	-	CL	0	@vonwags @ewarren Brought to you by Trump and his horrible handling of Covid and the Covid economy.
55	Mon Nov 29 23:54:27 +0000 2021	1.46547e+18	-	CS	0	"COVID Alberta — Mon, Nov 29, 2021 | Update: 806 New Cases (7-Day Average: 322) &amp; 7 Deaths | 71.0% Vaccinated (3  https://t.co/YOuQqN4xuR #AB"
57	Mon Nov 29 23:55:45 +0000 2021	1.46547e+18	-	CS	0	NSW has recorded 179 new COVID-19 cases and three more deaths.
58	Mon Nov 29 23:56:17 +0000 2021	1.46547e+18	-	CL	0	@RNCResearch @GOP Trump shutting down the coronavirus: https://t.co/TIpBL7OXhd
59	Mon Nov 29 23:55:15 +0000 2021	1.46547e+18	-	CL	3	This is a Covid lung #MAGA @SenateGOP @GOP from a double lung transplant https://t.co/gCeTJ0CcU2
60	Mon Nov 29 23:56:03 +0000 2021	1.46547e+18	-	CS	0	"Cases: 262,055,552 (+27,527)  Deaths: 5,205,923 (+0)  Recovered: 0 (+0)  Active Cases: 262,055,552 (100%) Completed Cases: 5,205,923 (1.99%) Mortality Rate: 1.99% (No Change) Case Fatality Rate: 100.00% (No Change)  #COVID19 #Coronavirus #StayHome"
61	Mon Nov 29 23:56:40 +0000 2021	1.46547e+18	-	CS	1	"ANOTHER covid exposure at childcare. ""no need to quarantine if had it in the past 3 months"" apparently doesn't apply to childcare, and there's no test-to-stay option. Third exposure in just over 3 months. THIS IS NOT SUSTAINABLE. https://t.co/lL8mmW9gVK"
62	Mon Nov 29 23:55:06 +0000 2021	1.46547e+18	-	CY	1	"@Girl99Patriot @JohnCunnington5 Even if it did stop covid, no one has the right to dictate you put a pharmaceutical into your body against your will and without informed consent."
64	Mon Nov 29 23:58:24 +0000 2021	1.46547e+18	-	CV	2	"Brilliant stuff by Pfizer and Co.  1) Create a ""vaccine"" based on false promises and have governments pay billions for it.  2) Create booster shots because the ""vaccine"" is not effective and have governments pay again.  3) Create a pill to try to cover up for the booster failure."
66	Mon Nov 29 23:55:41 +0000 2021	1.46547e+18	-	CR	0	"People all over the world, Please do not allow international students from Japan or residents for business purposes to enter the country.  Japan is too unfair.  #coronavirus #COVID19"
68	Mon Nov 29 23:58:56 +0000 2021	1.46547e+18	-	CR	5	"Haven't dined on their rubbish food for literally 15 years,so I don't give a fu*k.I do care tho about the discrimination &amp; apartheid system that they are supporting.Assholes!  Covid-19: McDonald's requires vaccine pass to dine-in under traffic light system https://t.co/3ns9OWSUsr"
69	Mon Nov 29 23:57:07 +0000 2021	1.46547e+18	-	CV	3	A person I know said his parents were anti covid vax and when he can he's going to jab himself because of it.  When such rebellious acts like this are now becoming commonplace. It just makes me cringe.
73	Mon Nov 29 23:56:20 +0000 2021	1.46547e+18	-	CV	0	"I was finally able to get my kid an appt. to get her Covid vaccine. Drove in rush hour to @Walmart in Eden Prairie,MN only to be told they didn’t have the kid’s vaccine. Well, how was I able to get an appointment?? That’s what I get for entrusting Walmart with my kid’s health."
75	Mon Nov 29 23:55:24 +0000 2021	1.46547e+18	-	CP	0	Iceland supermarket boss says his staff WON'T force shoppers to wear masks https://t.co/lJRulugs7U
78	Mon Nov 29 23:59:54 +0000 2021	1.46547e+18	-	CY	11	Incredible to see the SARS-CoV-2 surveillance in the U.S. increase from 8K in February to 80K genomes sequenced weekly now! https://t.co/yuv7HLWQEr  And amazing to see the @CDCgov publicly sharing all the methods on @protocolsIO. https://t.co/Mj3BFlQEIa https://t.co/Hv1uiYyg9v
79	Mon Nov 29 23:57:14 +0000 2021	1.46547e+18	-	CV	0	"@DinoJarvis2 @NatronymousMonk @peterrowen_ What 😱 they are planning to give Multiple annual boosters for Covid, like they do for flu. I bet they pick on the vulnerable and give it to them first. Good job we are getting this inside information. That pesky Van Tam and Whitty leaking it on national TV months ago too 😡 🤦🏻‍♂️"
82	Mon Nov 29 23:59:11 +0000 2021	1.46547e+18	-	CV	1	Dr. Simone Gold On Risks Of The Experimental mRNA Covid Jab https://t.co/V6fHkWjoVU
83	Mon Nov 29 23:57:57 +0000 2021	1.46547e+18	-	CS	1	@CNBC Pfizer - “We are going to win this all the way to the bank!”
85	Mon Nov 29 23:58:13 +0000 2021	1.46547e+18	-	CP	4	"@JorettaWilliams @tedcruz So, I guess you suggesting the 19,000 kids that die every day due to preventable and treatable condition such as malnutrition and Malaria or the 5.4 million who have died of Covid did not put their trust on the Messiah floating on the clouds?"
89	Mon Nov 29 23:54:49 +0000 2021	1.46547e+18	-	CP	0	US: We are putting sanctions on Africa due to covid. China: We will seen a billion doses of vaccine. U.S.: Those sons of bitches. https://t.co/dYLp8SGpov
90	Mon Nov 29 23:54:34 +0000 2021	1.46547e+18	-	CY	0	Fauci fires back at Cruz over COVID claims about Chinese lab https://t.co/LHWKUnfOO1 via @YahooNews
94	Mon Nov 29 23:56:19 +0000 2021	1.46547e+18	-	CV	1	"31,014 Deaths 2,890,600 Injuries Following COVID Shots in European Database of Adverse Reactions as Young, Previously Healthy People Continue to Die/ By Brian Shilhavy - Mark Taliano - https://t.co/hqCSektoW9"
95	Mon Nov 29 23:59:44 +0000 2021	1.46547e+18	-	CL	0	"@BurgSkeletal @BartenderHemry I think it's more.   With Covid, conservatives and proxies have done everything to spread fear and distrust to others.  Bidens point was that they should sit down and get out of the way for now.  Many are choosing to incite anger instead."
96	Mon Nov 29 23:58:39 +0000 2021	1.46547e+18	-	CL	1	@joelockhart How many Republicans do you suppose will get COVID and die and how many lied about being vaccinated and will not get it and live to wreak yet more havoc on our fragile system?
100	Mon Nov 29 23:57:36 +0000 2021	1.46547e+18	-	CY	0	@karenbdc I'm going to a girls weekend in San Diego next weekend (had to be done) and I called the resort to ask about covid measures. If you're not vaxxed they *ask* that you wear a mask indoors. No vax proof required to dine at their restaurant. So I guess we'll be dining al fresco. 🤷‍♀️
105	Mon Nov 29 23:59:51 +0000 2021	1.46547e+18	-	CP	1	"@SilentRefusal @Artfullbodger1 @itscoreyrigby @PoliticsForAlI Show me one piece of evidence , some real world testing anywhere, that shows a piece of cloth protects against Covid 19."
106	Mon Nov 29 23:54:40 +0000 2021	1.46547e+18	-	CR	0	"1/ Lots of news reports today suggesting that #Omicron is circulating, as one would expect a virus this contagious would… especially with such lax travel policies for testing, vaccination, and quarantines. In #Virginia, B.1.1.7 (Alpha) was first spotted in Feb. 2021… https://t.co/YLJlOWuYPe"
107	Mon Nov 29 23:54:55 +0000 2021	1.46547e+18	-	CY	1	"@EvanBlake17 @WSWS_Updates They not only have accepted it, they now welcome it! The latter due to the key results since March 2020 ie: 1. The rich got much richer 2. Millions of elderly/retired profit-unproductive, high-health-cost citizens died from COVID-19. 1 + 2 = a fucking bonanza for wealthy bandits!"
108	Mon Nov 29 23:55:00 +0000 2021	1.46547e+18	-	CY	0	A physician from Waterville has had his license to practice medicine in the state suspended after being accused of spreading misinformation about COVID-19: https://t.co/zhYS9i9wdV
109	Mon Nov 29 23:55:19 +0000 2021	1.46547e+18	-	CY	1	$XBI Covid is a hoax  My 100 puts will print big tomorrow ⭐
110	Mon Nov 29 23:58:04 +0000 2021	1.46547e+18	-	CR	0	"@McBooster19 @Lefty_Jew Oh no. The government will put leftists in a building that you can easily walk out of, but you have to stay for 2 weeks if you are a recent arrival by plane  Before covid, you could just walk on to the airport tarmac and nobody would stop you"
113	Mon Nov 29 23:58:31 +0000 2021	1.46547e+18	-	PL	1	"@melindadreed @HerVibesHigh @Razio14814294 People with underlying conditions are more likely to die (also true of the common cold). Arguing that people didn't die of Covid but something else is normally not valid. If somebody dies of Covid and pneumonia, chances are they wouldn't have gotten pneumonia without Covid first."
114	Mon Nov 29 23:57:11 +0000 2021	1.46547e+18	-	CS	1	"After dipping below 300 last week for the first time in two months, hospitalizations related to an active case of COVID-19 in B.C. are back up to 303 today. #COVID19BC #bcpoli https://t.co/wVNJ5dVBeF"
116	Mon Nov 29 23:56:57 +0000 2021	1.46547e+18	-	CS	0	i tested positive for covid TODAY literally hours ago do you really think i’m gonna feel any better /nbh
118	Mon Nov 29 23:57:45 +0000 2021	1.46547e+18	-	CV	1	So guess what getting vaccinated for COVID got you? It sure as fuck wasn’t freedom. It got you in line for endless boosters. https://t.co/aE2kGHch7c
123	Mon Nov 29 23:56:47 +0000 2021	1.46547e+18	-	CS	0	"@ByrneBarry And no concerns over the covid cases, of course?"
125	Mon Nov 29 23:57:54 +0000 2021	1.46547e+18	-	CY	4	This lady is trying to convince me that she can smell the COVID in her dogs 💩 #IHateItHere
126	Mon Nov 29 23:59:22 +0000 2021	1.46547e+18	-	CV	5	"@newfoundcatrazz @OneVapid FDA NEVER OFFICIALLY APPROVED PFIZER, ALL COVID VACCINES ARE #EXPERIMENTAL  NOT OFFICIALLY APPROVED OR TESTED FOR SAFETY &amp; ILLEGAL TO MANDATE HUMAN GUINEA PIGS"
127	Mon Nov 29 23:59:59 +0000 2021	1.46547e+18	-	CV	0	(Non vax) Mortality amongst the large majority (healthy individuals below the age of 55) is several orders of magnitude lower than for higher risk segments accounting for over 98% of deaths in H2 '20 (those with co-morbidities and/or over 55) 4/10  https://t.co/zOPYY8Z5if
129	Mon Nov 29 23:59:46 +0000 2021	1.46547e+18	-	CV	0	"Exclusive: Forced to Get Vaccine to Remain on Lung Transplant List, 49-Year-Old Who Survived COVID Dies After 2nd Moderna Shot MY TAKE: Whoever set this vaccination policy is an idiot, a murderer, or both, and has no business working in the medical field. https://t.co/ZYPTiVFa5e"
132	Mon Nov 29 23:56:52 +0000 2021	1.46547e+18	-	CS	1	"1,284,354 positive coronavirus cases, 25,704 deaths in GA as of today."
134	Mon Nov 29 23:58:22 +0000 2021	1.46547e+18	-	CY	1	@sailormaecos Geez! COVID hit them hard. Look at what's happening at 1 of my local #PartyCity stores. https://t.co/UO8uHtYWkP
136	Mon Nov 29 23:56:09 +0000 2021	1.46547e+18	-	CY	0	"FOIs reveal that health/science institutions around the world (138 and counting!) have no record of SARS-COV-2  isolation/purification, anywhere, ever https://t.co/nbC9v2aRwG"
138	Mon Nov 29 23:57:37 +0000 2021	1.46547e+18	-	CS	1	Growth in 7D US Confirmed Covid Cases by County For WI   2021-11-26:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #globalhealth https://t.co/zPRzSEBrAm
141	Mon Nov 29 23:56:10 +0000 2021	1.46547e+18	-	CL	0	@POTUS @POTUS what happened with you killing the virous after taking over the precedency...We've had more people die of COVID in your Admin than the entire COVID period of the previous Admin.
142	Mon Nov 29 23:58:39 +0000 2021	1.46547e+18	-	CV	1	"@Itsal_withanL I got it and still got Covid. I honestly wouldn’t waste my time, unless you are one of the people at risk of dying from it."
143	Mon Nov 29 23:57:53 +0000 2021	1.46547e+18	-	CP	0	@GOP Sitting @HouseGOP member equating COVID vaccines with human experimentation: https://t.co/tVcHWzPKlZ
144	Mon Nov 29 23:54:58 +0000 2021	1.46547e+18	-	CL	2	@lesleyabravanel @GovRonDeSantis Of course he did.  All the more Covid to profit from.
146	Mon Nov 29 23:57:29 +0000 2021	1.46547e+18	-	CP	0	hopefully covid kills me I’m tired of paying bills
149	Mon Nov 29 23:54:50 +0000 2021	1.46547e+18	-	CY	2	The worst thing about covid is the dementors
151	Mon Nov 29 23:57:52 +0000 2021	1.46547e+18	-	CL	3	Distribution of COVID relief checks.  Infrastructure investments.  Afghanistan withdrawal.    These were cornerstones in what amounted to any Trump “agenda”. Funny how the media amplifies MAGA “Brandon” bullshit without first noting the hypocrisy.
152	Mon Nov 29 23:59:26 +0000 2021	1.46547e+18	-	PL	2	"@funkadelicatesn I wish!!! Alas, with COVID and my lack of funds it’s not meant to be 😭😭😭"
153	Mon Nov 29 23:58:58 +0000 2021	1.46547e+18	-	CY	1	The dmv got worse idk what to tell ya. You used to be able to go for an emergency but ever since covid it’s strict appointment only
161	Mon Nov 29 23:56:50 +0000 2021	1.46547e+18	-	PL	0	@pulte anything well help I’m soo behind on rent due to me having COVID 🥺🙏🏾🙏🏾 https://t.co/E4sSO2Hh9A
162	Mon Nov 29 23:55:36 +0000 2021	1.46547e+18	-	CL	0	"@RayDlucasSilva @___venice___ @FrancoisOuell15 @pewglobal In general opinion has shifted against China globally in the last few years. COVID, China's actions in HK, and it's action in the SCS have all played a role, along with China's ""wolf warrior"" diplomacy. Even in Pakistan there have terrorist attacks against Chinese workers."
165	Mon Nov 29 23:58:17 +0000 2021	1.46547e+18	-	CV	10	"@Matipaalfred1 @AdvoBarryRoux There's no evidence vaccines save lives. In many countries with very high vaccination, infections are rising exponentially. Like Isreal, the UK, Singapore ect."
168	Mon Nov 29 23:56:14 +0000 2021	1.46547e+18	-	CR	0	Some Hospitals Prepare to Lose Staff Over Covid-19 Vaccination Mandate https://t.co/sw6TsFcvwR
169	Mon Nov 29 23:56:53 +0000 2021	1.46547e+18	-	CT	15	"@nytimes So they know they have Covid, but don't know they have Omicron? I don't even understand why the clinics or MD's wouldn't have patient phone numbers in the first place. It's an overreach."
170	Mon Nov 29 23:54:46 +0000 2021	1.46547e+18	-	PL	2	"YALL I WAS FREAKING OUT CUZ I THOUGHT I LOST MY TASTE, I WAS BOUTTA BE SO ANGRY (yes I have covid)"
174	Mon Nov 29 23:59:16 +0000 2021	1.46547e+18	-	CS	0	"@UMNseismology @IRIS_EPO stand corrected. should have said, ""reflected in"". and there is the whole, where there are not sensors what is the covid rate (no direct correlation, of course, but scientific curiosity in having the sensors might anticipate...). would have thought texas was closer, without a map"
175	Mon Nov 29 23:56:50 +0000 2021	1.46547e+18	-	CS	0	@goingtogetugly @MrCastator @gross_lemming @JosephShea Is that the flu is less deadly than covid. And covid is more deadly than the flu. CO it is also more contagious than the flu.
176	Mon Nov 29 23:57:46 +0000 2021	1.46547e+18	-	CV	0	@AnnaNJNY Unvaxed  are stressing the medical teams and prevent others from needed medical help. Omicron might remove the Unvaxed from the planet since our politicians are too scared to crack down on them. #Covid_19 #Unvaccinated  #COVIDIOTS #covidvariant Omicron might fix the GOP nutcases
183	Mon Nov 29 23:54:59 +0000 2021	1.46547e+18	-	CY	1	Scientific censorship started long before Covid leaked from a lab in Wuhan. @MaryanneDemasi recounts how @ABCTV censored her reports on the overprescription of statins (cholesterol-reducing drugs) and the dirty tricks Big Pharma used. https://t.co/xTRHBSdKCI via @MaryanneDemasi
185	Mon Nov 29 23:54:44 +0000 2021	1.46547e+18	-	CY	0	Having to wait in a long ass line in the sun to get covid tested is making me wanna cry
186	Mon Nov 29 23:56:47 +0000 2021	1.46547e+18	-	CY	0	"with all these talks of new covid variants and moderna stocks skyrocketing, you really should invest in ligma before it takes off."
187	Mon Nov 29 23:59:53 +0000 2021	1.46547e+18	-	CV	0	@hormonedietdoc @pfizer @Moderna @cdc @NIH @WHO @RWMaloneMD We'll that's an unfollow but keep pushing your supplements.
188	Mon Nov 29 23:59:56 +0000 2021	1.46547e+18	-	CS	0	13 members of Lisbon-based Belenenses SAD soccer club test positive for the #OmicronVariant of Covid-19 https://t.co/Wk4elzyxnB #UAE #Dubai #DXB
191	Mon Nov 29 23:55:04 +0000 2021	1.46547e+18	-	CS	0	"@hartfordcourant As of November 28, 2021, 23,618 cases of COVID-19 among fully vaccinated persons in Connecticut have been identified. Of the 2,427,567 persons who are fully vaccinated, 0.97 percent have contracted the virus.  Pandemic of the unvaccinated!  Vaccines work."
192	Mon Nov 29 23:55:52 +0000 2021	1.46547e+18	-	CY	4	I don’t want to get too political but covid sucks
199	Mon Nov 29 23:54:35 +0000 2021	1.46547e+18	-	CV	5	Interesting if so. Very interesting.  Covid mutates as it needs to mutate perhaps?   Whether it was 2 vaccines + booster that was the driving force or 2 vaccines + infection - the point is vaccines + high infections don't work. https://t.co/Gr8r7sRxLt
201	Mon Nov 29 23:59:24 +0000 2021	1.46547e+18	-	CT	0	WHO warns that new virus variant poses 'very high' risk | AP News https://t.co/8RUFT1gCcn
202	Mon Nov 29 23:58:52 +0000 2021	1.46547e+18	-	CR	0	@DannyDonnelly1 Not a chance of getting verification from the NI direct website in a few minutes which has to be done before applying for Covid passport
205	Mon Nov 29 23:57:40 +0000 2021	1.46547e+18	-	CY	0	@FrankGrimes_Jr He is not a public health scientist. He is a nutritionist and medical school dropout that is capitalizing on covid hysteria. Stop circulating what he says.
207	Mon Nov 29 23:56:00 +0000 2021	1.46547e+18	-	CL	2	@KamalaHarris @JoeBiden Every time Holidays come around you all bring up some type of new variant along with spike  COVID  ..
209	Mon Nov 29 23:57:34 +0000 2021	1.46547e+18	-	CL	0	"@BorisJohnson you've managed to kill more british citizens that Hitler, you say you were hugging and shaking hands with Covid patients last year... god knows what you did to the poor aids victims in the 80's."
210	Mon Nov 29 23:58:09 +0000 2021	1.46547e+18	-	CS	0	"Cases and outbreaks are still surging in schools, as health officials say the latest statewide spike is being driven by the unvaccinated. https://t.co/zDrO92I2gR"
219	Mon Nov 29 23:59:13 +0000 2021	1.46547e+18	-	CL	0	"@GOP Sitting @HouseGOP member calling COVID vaccines ""experimental:"" https://t.co/nUEKnMiOQw"
220	Mon Nov 29 23:59:34 +0000 2021	1.46547e+18	-	CL	1	"@ASlavitt We elected a national leader to lead the country out of this pandemic after the last administration failed so miserably in the spirit of self-interest, saving face, and dumping stock shares.  Instead, the messaging and policies have been inconsistent. https://t.co/XpnfaxrkIi"
221	Mon Nov 29 23:57:18 +0000 2021	1.46547e+18	-	CT	10	"Another day, another COVID variant🥴"
222	Mon Nov 29 23:55:35 +0000 2021	1.46547e+18	-	CV	14	"What happened is that I tried to leave the vaccination site (at a school) and the security guard told me that I could not leave through that door, it was a special door for vaccines and I should use 'the same one as usual' to leave school. I didn't know what to say so I 1/x"
223	Mon Nov 29 23:57:21 +0000 2021	1.46547e+18	-	CT	0	Omicron: Are gov’ts prepared to deal with a new COVID variant? | Coronavirus pandemic | Al Jazeera https://t.co/0U5vHcZim3
225	Mon Nov 29 23:56:08 +0000 2021	1.46547e+18	-	CL	1	"""The situation was normalised after over 100 police personnel arrived at the hospital and managed to disperse the mob.""  ""The two doctors had to escape in a bid to save themselves."" https://t.co/wfdzWw4lXM"
228	Mon Nov 29 23:55:14 +0000 2021	1.46547e+18	-	CY	0	@novogratz Generation biased much.  Every generation thinks they invented something or were the first since time began.  COVID-19 ruined the movies but I have faith the best is yet to come.  Be an optimist Allow the impossible Pass the torch to the next generation Be better
231	Mon Nov 29 23:57:00 +0000 2021	1.46547e+18	-	CV	0	@warriordad79 @MZHemingway Not at all. Forced to show paperwork to enter places forced to do shit i don’t wanna do. “Because vaccination works” and if you don’t have it you can’t do things freely. Vaccination doesn’t work. Coming from someone who has lost multiple friends and family who are fully vaxed
232	Mon Nov 29 23:59:53 +0000 2021	1.46547e+18	-	CP	2	"Dear Leftists,  Many of you will snort this NYT story about a vaccine into your brain like it's a fat rail at the Antifa clubhouse.  Coronavirus is not Smallpox.  Not even close.  P.S.: The Smallpox vaccine eradicated the virus. The shot you worship now is not capable of this. https://t.co/s7jYFNOjfx"
234	Mon Nov 29 23:58:15 +0000 2021	1.46547e+18	-	CL	63	"""The PM attended a sod turning event through a back entrance, avoiding protestors who are now yelling ""liar, liar pants on fire"" to Ardern"" https://t.co/6y179tBsGY"
236	Mon Nov 29 23:58:27 +0000 2021	1.46547e+18	-	CL	0	@TomiLahren I thought covid would end once Biden got into office…
239	Mon Nov 29 23:58:45 +0000 2021	1.46547e+18	-	CY	1	"@livmoods @FDSportsbook @TheVolumeSports You're 100p right, just wanted to clarify in case you were told otherwise haha. But yeah if you miss shoot around you're likely not playing BUT illnesses are different, we've seen some players play through that. Unless it's COVID symptoms 😂"
242	Mon Nov 29 23:58:54 +0000 2021	1.46547e+18	-	CT	0	Coronavirus: First case of Omicron variant discovered in Spain -  The Spanish government has confirmed the first case of the Omicron variant of the coronavirus in Spain.  A 51-year-old man in the... - https://t.co/vjQ7MJIrfA. #CoronavirusPandemic https://t.co/HPlvuAMdfH
246	Mon Nov 29 23:59:05 +0000 2021	1.46547e+18	-	CL	0	Scott Morrison wants everybody to get covid
248	Mon Nov 29 23:57:07 +0000 2021	1.46547e+18	-	CY	6	"@BeingCharisBlog You said you HAVE to come in to see the doctor. No accomodations period. ""The doctor wants to actually see you""  COVID  ""In person appointments are limited, you ONLY come in if we absolutely need to see you. We offer various forms of telemedicine to *accommodate* the pandemic"" 🙃"
250	Mon Nov 29 23:56:45 +0000 2021	1.46547e+18	-	CY	0	OH NO I HOPE JOE BURROW DOESNT HAVE COVID WTF https://t.co/wIc5gqJvDq
251	Mon Nov 29 23:56:22 +0000 2021	1.46547e+18	-	CV	0	Brits scramble to book booster Covid vaccines – but are turned away by NHS site https://t.co/uzVCRY399S
252	Mon Nov 29 23:59:59 +0000 2021	1.46547e+18	-	CY	4	What #Fauci has done by financing the creation of the Covid-19 virus and by walking Big Pharma’s “vaccine” through the emergency use process is to create a Frankenstein virus capable of escaping immune responses.
254	Mon Nov 29 23:56:00 +0000 2021	1.46547e+18	-	CS	3	"20 hospitals also suspended outpatient and emergency medical services for three days, after the three locally-transmitted COVID cases emerged in Shanghai.  https://t.co/GKkoVEkaJ3"
